Row ID,Customer ID,Customer Name,Segment,Country Name,Region,State,City,Postal Code,Order ID,Order Date,Sales,Discount,Profit,Quantity,Category,Sub-Category,Product Name,Product ID
7481,ME-17320,Maria Etezadi,Home Office,United States,South,Kentucky,Henderson,42420,CA-2018-167199,1/6/2018,$7 ,0.00%,$3 ,1,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,OFF-PA-10000955
7661,VS-21820,Vivek Sundaresam,Consumer,United States,Central,Texas,Huntsville,77340,CA-2018-105417,1/7/2018,$77 ,60.00%,($54),3,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",FUR-FU-10004864
7662,VS-21820,Vivek Sundaresam,Consumer,United States,Central,Texas,Huntsville,77340,CA-2018-105417,1/7/2018,$10 ,80.00%,($18),7,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",OFF-BI-10003708
593,MS-17830,Melanie Seite,Consumer,United States,Central,Texas,Laredo,78041,CA-2018-135405,1/9/2018,$9 ,20.00%,$1 ,2,Office Supplies,Art,Newell 312,OFF-AR-10004078
594,MS-17830,Melanie Seite,Consumer,United States,Central,Texas,Laredo,78041,CA-2018-135405,1/9/2018,$31 ,20.00%,$10 ,3,Technology,Accessories,Memorex Micro Travel Drive 8 GB,TEC-AC-10001266
866,AJ-10780,Anthony Jacobs,Corporate,United States,South,Virginia,Springfield,22153,CA-2018-149020,1/10/2018,$3 ,0.00%,$1 ,1,Office Supplies,Labels,Avery 482,OFF-LA-10004272
867,AJ-10780,Anthony Jacobs,Corporate,United States,South,Virginia,Springfield,22153,CA-2018-149020,1/10/2018,$52 ,0.00%,$21 ,1,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",FUR-FU-10000965
717,SV-20365,Seth Vernon,Consumer,United States,East,Delaware,Dover,19901,CA-2018-130092,1/11/2018,$10 ,0.00%,$3 ,2,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",FUR-FU-10000010
764,CS-12250,Chris Selesnick,Corporate,United States,South,Louisiana,Bossier City,71111,CA-2018-162775,1/13/2018,$11 ,0.00%,$5 ,2,Office Supplies,Envelopes,Staple envelope,OFF-EN-10001990
765,CS-12250,Chris Selesnick,Corporate,United States,South,Louisiana,Bossier City,71111,CA-2018-162775,1/13/2018,$51 ,0.00%,$25 ,3,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,OFF-EN-10001532
766,CS-12250,Chris Selesnick,Corporate,United States,South,Louisiana,Bossier City,71111,CA-2018-162775,1/13/2018,$647 ,0.00%,$259 ,6,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,TEC-AC-10003174
767,CS-12250,Chris Selesnick,Corporate,United States,South,Louisiana,Bossier City,71111,CA-2018-162775,1/13/2018,$6 ,0.00%,$3 ,3,Office Supplies,Binders,3-ring staple pack,OFF-BI-10004187
768,CS-12250,Chris Selesnick,Corporate,United States,South,Louisiana,Bossier City,71111,CA-2018-162775,1/13/2018,$573 ,0.00%,$34 ,6,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,OFF-ST-10000025
2979,ND-18370,Natalie DeCherney,Consumer,United States,South,South Carolina,Mount Pleasant,29464,CA-2018-109232,1/13/2018,$546 ,0.00%,$87 ,6,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,FUR-CH-10000422
4938,BD-11605,Brian Dahlen,Consumer,United States,West,California,San Francisco,94109,CA-2018-157147,1/13/2018,"$1,326 ",0.00%,$239 ,5,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,OFF-ST-10000078
4939,BD-11605,Brian Dahlen,Consumer,United States,West,California,San Francisco,94109,CA-2018-157147,1/13/2018,$334 ,15.00%,$4 ,3,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",FUR-BO-10003034
4940,BD-11605,Brian Dahlen,Consumer,United States,West,California,San Francisco,94109,CA-2018-157147,1/13/2018,$20 ,0.00%,$7 ,5,Office Supplies,Art,4009 Highlighters by Sanford,OFF-AR-10003514
9629,MM-17920,Michael Moore,Consumer,United States,East,Ohio,Newark,43055,CA-2018-118192,1/13/2018,$37 ,20.00%,$13 ,7,Office Supplies,Paper,Xerox 1923,OFF-PA-10002947
9630,MM-17920,Michael Moore,Consumer,United States,East,Ohio,Newark,43055,CA-2018-118192,1/13/2018,$3 ,70.00%,($3),2,Office Supplies,Binders,Avery Metallic Poly Binders,OFF-BI-10003476
6475,BS-11590,Brendan Sweed,Corporate,United States,East,Pennsylvania,Philadelphia,19140,CA-2018-149524,1/14/2018,$62 ,50.00%,($53),4,Furniture,Bookcases,Sauder Cornerstone Collection Library,FUR-BO-10003433
1914,EH-13990,Erica Hackney,Consumer,United States,South,Georgia,Roswell,30076,CA-2018-103366,1/15/2018,$150 ,0.00%,$66 ,5,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,TEC-AC-10003628
971,DL-13315,Delfina Latchford,Consumer,United States,East,Pennsylvania,Philadelphia,19134,CA-2018-115791,1/16/2018,$127 ,20.00%,$29 ,6,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,FUR-FU-10001095
972,DL-13315,Delfina Latchford,Consumer,United States,East,Pennsylvania,Philadelphia,19134,CA-2018-115791,1/16/2018,$124 ,40.00%,($31),3,Technology,Phones,AT&T 841000 Phone,TEC-PH-10004614
973,DL-13315,Delfina Latchford,Consumer,United States,East,Pennsylvania,Philadelphia,19134,CA-2018-115791,1/16/2018,$19 ,70.00%,($14),2,Office Supplies,Binders,GBC Linen Binding Covers,OFF-BI-10001575
974,DL-13315,Delfina Latchford,Consumer,United States,East,Pennsylvania,Philadelphia,19134,CA-2018-115791,1/16/2018,$30 ,20.00%,$10 ,3,Office Supplies,Labels,Round Specialty Laser Printer Labels,OFF-LA-10001074
5365,DW-13195,David Wiener,Corporate,United States,West,Oregon,Springfield,97477,CA-2018-123477,1/18/2018,$65 ,20.00%,$6 ,4,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,OFF-AP-10000692
5463,TS-21340,Toby Swindell,Consumer,United States,West,Arizona,Scottsdale,85254,CA-2018-146591,1/19/2018,$32 ,70.00%,($24),10,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",OFF-BI-10003676
5464,TS-21340,Toby Swindell,Consumer,United States,West,Arizona,Scottsdale,85254,CA-2018-146591,1/19/2018,$56 ,20.00%,$20 ,4,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",OFF-PA-10000659
5465,TS-21340,Toby Swindell,Consumer,United States,West,Arizona,Scottsdale,85254,CA-2018-146591,1/19/2018,$109 ,20.00%,$37 ,5,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",OFF-EN-10002504
5466,TS-21340,Toby Swindell,Consumer,United States,West,Arizona,Scottsdale,85254,CA-2018-146591,1/19/2018,$181 ,70.00%,($321),5,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,FUR-BO-10001972
1122,HL-15040,Hunter Lopez,Consumer,United States,South,Arkansas,Jonesboro,72401,US-2018-147627,1/20/2018,$700 ,0.00%,$182 ,7,Technology,Phones,Apple iPhone 5C,TEC-PH-10001061
1123,HL-15040,Hunter Lopez,Consumer,United States,South,Arkansas,Jonesboro,72401,US-2018-147627,1/20/2018,$23 ,0.00%,$7 ,7,Office Supplies,Art,Newell 351,OFF-AR-10002375
1124,HL-15040,Hunter Lopez,Consumer,United States,South,Arkansas,Jonesboro,72401,US-2018-147627,1/20/2018,$39 ,0.00%,$12 ,4,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",FUR-FU-10003194
1125,HL-15040,Hunter Lopez,Consumer,United States,South,Arkansas,Jonesboro,72401,US-2018-147627,1/20/2018,$7 ,0.00%,$2 ,3,Office Supplies,Art,Newell 327,OFF-AR-10003811
1126,HL-15040,Hunter Lopez,Consumer,United States,South,Arkansas,Jonesboro,72401,US-2018-147627,1/20/2018,$23 ,0.00%,$11 ,3,Office Supplies,Envelopes,Staple envelope,OFF-EN-10001539
1127,HL-15040,Hunter Lopez,Consumer,United States,South,Arkansas,Jonesboro,72401,US-2018-147627,1/20/2018,"$1,068 ",0.00%,$224 ,3,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,FUR-CH-10002331
5737,MV-17485,Mark Van Huff,Consumer,United States,West,California,Los Angeles,90049,CA-2018-148614,1/20/2018,$19 ,0.00%,$9 ,2,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",OFF-PA-10002893
5738,MV-17485,Mark Van Huff,Consumer,United States,West,California,Los Angeles,90049,CA-2018-148614,1/20/2018,$19 ,0.00%,$6 ,2,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",FUR-FU-10003194
6327,XP-21865,Xylona Preis,Consumer,United States,Central,Michigan,Westland,48185,CA-2018-167927,1/20/2018,$14 ,0.00%,$4 ,1,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,OFF-ST-10000760
6328,XP-21865,Xylona Preis,Consumer,United States,Central,Michigan,Westland,48185,CA-2018-167927,1/20/2018,$273 ,0.00%,$30 ,3,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,FUR-FU-10002918
6329,XP-21865,Xylona Preis,Consumer,United States,Central,Michigan,Westland,48185,CA-2018-167927,1/20/2018,$19 ,0.00%,$9 ,5,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",OFF-BI-10000605
6330,XP-21865,Xylona Preis,Consumer,United States,Central,Michigan,Westland,48185,CA-2018-167927,1/20/2018,$248 ,10.00%,$94 ,4,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",OFF-AP-10002311
6331,XP-21865,Xylona Preis,Consumer,United States,Central,Michigan,Westland,48185,CA-2018-167927,1/20/2018,$67 ,0.00%,$16 ,2,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,OFF-ST-10003123
6332,XP-21865,Xylona Preis,Consumer,United States,Central,Michigan,Westland,48185,CA-2018-167927,1/20/2018,$44 ,0.00%,$13 ,3,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,OFF-AR-10004456
6333,XP-21865,Xylona Preis,Consumer,United States,Central,Michigan,Westland,48185,CA-2018-167927,1/20/2018,$15 ,0.00%,$5 ,3,Furniture,Furnishings,Ultra Door Push Plate,FUR-FU-10002268
6334,XP-21865,Xylona Preis,Consumer,United States,Central,Michigan,Westland,48185,CA-2018-167927,1/20/2018,$30 ,0.00%,$13 ,5,Office Supplies,Binders,Storex Dura Pro Binders,OFF-BI-10004364
7121,MM-18280,Muhammed MacIntyre,Corporate,United States,South,Tennessee,Smyrna,37167,US-2018-147774,1/20/2018,$67 ,70.00%,($52),1,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,OFF-BI-10003091
9990,TB-21400,Tom Boeckenhauer,Consumer,United States,South,Florida,Miami,33180,CA-2018-110422,1/21/2018,$25 ,20.00%,$4 ,3,Furniture,Furnishings,Ultra Door Pull Handle,FUR-FU-10001889
9156,IM-15055,Ionia McGrath,Consumer,United States,West,Nevada,Las Vegas,89115,CA-2018-102645,1/23/2018,$40 ,0.00%,$19 ,6,Office Supplies,Paper,Xerox 195,OFF-PA-10001804
9887,SG-20605,Speros Goranitis,Consumer,United States,Central,Indiana,Lafayette,47905,CA-2018-146997,1/23/2018,$6 ,0.00%,$0 ,3,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",OFF-FA-10003467
2579,SD-20485,Shirley Daniels,Home Office,United States,South,Virginia,Alexandria,22304,US-2018-155502,1/26/2018,$63 ,0.00%,$31 ,3,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",FUR-FU-10004587
2580,SD-20485,Shirley Daniels,Home Office,United States,South,Virginia,Alexandria,22304,US-2018-155502,1/26/2018,$490 ,0.00%,$0 ,8,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",OFF-ST-10004337
2581,SD-20485,Shirley Daniels,Home Office,United States,South,Virginia,Alexandria,22304,US-2018-155502,1/26/2018,$19 ,0.00%,$9 ,3,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",OFF-PA-10003072
2582,SD-20485,Shirley Daniels,Home Office,United States,South,Virginia,Alexandria,22304,US-2018-155502,1/26/2018,$17 ,0.00%,$8 ,2,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",OFF-PA-10000380
2583,SD-20485,Shirley Daniels,Home Office,United States,South,Virginia,Alexandria,22304,US-2018-155502,1/26/2018,$155 ,0.00%,$0 ,13,Technology,Phones,Macally Suction Cup Mount,TEC-PH-10004833
2584,SD-20485,Shirley Daniels,Home Office,United States,South,Virginia,Alexandria,22304,US-2018-155502,1/26/2018,$12 ,0.00%,$4 ,3,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,FUR-FU-10001847
2585,SD-20485,Shirley Daniels,Home Office,United States,South,Virginia,Alexandria,22304,US-2018-155502,1/26/2018,$188 ,0.00%,$53 ,2,Technology,Phones,Jabra SPEAK 410,TEC-PH-10002103
8150,CA-11965,Carol Adams,Corporate,United States,Central,South Dakota,Rapid City,57701,CA-2018-167997,1/26/2018,$11 ,0.00%,$5 ,2,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,OFF-BI-10001758
8151,CA-11965,Carol Adams,Corporate,United States,Central,South Dakota,Rapid City,57701,CA-2018-167997,1/26/2018,$142 ,0.00%,$40 ,2,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",FUR-BO-10004409
3795,EJ-13720,Ed Jacobs,Consumer,United States,West,California,San Diego,92037,US-2018-117163,1/27/2018,$57 ,0.00%,$14 ,1,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,OFF-ST-10003692
3796,EJ-13720,Ed Jacobs,Consumer,United States,West,California,San Diego,92037,US-2018-117163,1/27/2018,$333 ,20.00%,($17),3,Furniture,Tables,Balt Split Level Computer Training Table,FUR-TA-10003469
3797,EJ-13720,Ed Jacobs,Consumer,United States,West,California,San Diego,92037,US-2018-117163,1/27/2018,$36 ,0.00%,$12 ,4,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,OFF-AR-10003179
3084,JC-15340,Jasper Cacioppo,Consumer,United States,East,New York,New York City,10024,CA-2018-100328,1/28/2018,$4 ,20.00%,$1 ,1,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",OFF-BI-10000343
6388,MV-18190,Mike Vittorini,Consumer,United States,Central,Michigan,Detroit,48234,CA-2018-134103,1/30/2018,$11 ,0.00%,$5 ,2,Office Supplies,Paper,Xerox 1972,OFF-PA-10001204
6389,MV-18190,Mike Vittorini,Consumer,United States,Central,Michigan,Detroit,48234,CA-2018-134103,1/30/2018,$230 ,0.00%,$7 ,2,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,OFF-ST-10000991
3366,LC-17050,Liz Carlisle,Consumer,United States,West,California,Mission Viejo,92691,CA-2018-115161,1/31/2018,$291 ,15.00%,$3 ,2,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",FUR-BO-10003966
541,BD-11500,Bradley Drucker,Consumer,United States,Central,Wisconsin,Green Bay,54302,CA-2018-140795,2/1/2018,$469 ,0.00%,$206 ,6,Technology,Accessories,Enermax Aurora Lite Keyboard,TEC-AC-10001432
1704,CD-12790,Cynthia Delaney,Home Office,United States,West,California,San Diego,92037,CA-2018-139857,2/2/2018,$12 ,0.00%,$6 ,5,Office Supplies,Fasteners,Staples,OFF-FA-10001843
9138,EB-13930,Eric Barreto,Consumer,United States,South,Florida,Saint Petersburg,33710,CA-2018-123400,2/2/2018,$18 ,70.00%,($12),2,Office Supplies,Binders,Surelock Post Binders,OFF-BI-10000666
9139,EB-13930,Eric Barreto,Consumer,United States,South,Florida,Saint Petersburg,33710,CA-2018-123400,2/2/2018,$181 ,20.00%,$14 ,5,Technology,Phones,AT&T 17929 Lendline Telephone,TEC-PH-10002890
1518,TB-21400,Tom Boeckenhauer,Consumer,United States,West,Washington,Seattle,98105,CA-2018-111059,2/3/2018,$84 ,20.00%,$27 ,2,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,OFF-BI-10004593
1519,TB-21400,Tom Boeckenhauer,Consumer,United States,West,Washington,Seattle,98105,CA-2018-111059,2/3/2018,$13 ,20.00%,$4 ,3,Office Supplies,Binders,Avery Durable Poly Binders,OFF-BI-10002827
1544,DB-13270,Deborah Brumfield,Home Office,United States,West,California,San Diego,92024,CA-2018-107181,2/4/2018,$83 ,20.00%,$29 ,3,Office Supplies,Binders,GBC Recycled Grain Textured Covers,OFF-BI-10004230
1545,DB-13270,Deborah Brumfield,Home Office,United States,West,California,San Diego,92024,CA-2018-107181,2/4/2018,$34 ,0.00%,$16 ,4,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",OFF-PA-10000350
8585,MH-17440,Mark Haberlin,Corporate,United States,West,California,Escondido,92025,CA-2018-104808,2/4/2018,$17 ,20.00%,$6 ,2,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",OFF-BI-10003676
1998,ND-18460,Neil Ducich,Corporate,United States,South,Virginia,Chesapeake,23320,CA-2018-131905,2/6/2018,$15 ,0.00%,$7 ,4,Office Supplies,Labels,Avery 480,OFF-LA-10002787
1999,ND-18460,Neil Ducich,Corporate,United States,South,Virginia,Chesapeake,23320,CA-2018-131905,2/6/2018,$162 ,0.00%,$42 ,1,Technology,Phones,Aastra 57i VoIP phone,TEC-PH-10003645
2000,ND-18460,Neil Ducich,Corporate,United States,South,Virginia,Chesapeake,23320,CA-2018-131905,2/6/2018,$145 ,0.00%,$42 ,5,Technology,Phones,AT&T CL82213,TEC-PH-10001615
8981,DL-13315,Delfina Latchford,Consumer,United States,Central,Illinois,Romeoville,60441,CA-2018-108182,2/6/2018,$9 ,80.00%,($15),2,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",OFF-BI-10001196
850,CK-12760,Cyma Kinney,Corporate,United States,East,New Jersey,Linden,7036,CA-2018-107755,2/7/2018,$115 ,0.00%,$50 ,7,Technology,Accessories,Maxell DVD-RAM Discs,TEC-AC-10000710
8736,CS-12250,Chris Selesnick,Corporate,United States,East,New York,New York City,10024,US-2018-169390,2/7/2018,$65 ,0.00%,$10 ,4,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,OFF-ST-10001558
9267,NM-18445,Nathan Mautz,Home Office,United States,West,Nevada,North Las Vegas,89031,CA-2018-125759,2/8/2018,$15 ,0.00%,$6 ,2,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",FUR-FU-10002111
5631,NF-18385,Natalie Fritzler,Consumer,United States,South,Virginia,Chesapeake,23320,CA-2018-127614,2/11/2018,$234 ,0.00%,$103 ,3,Technology,Accessories,Enermax Aurora Lite Keyboard,TEC-AC-10001432
5632,NF-18385,Natalie Fritzler,Consumer,United States,South,Virginia,Chesapeake,23320,CA-2018-127614,2/11/2018,"$1,256 ",0.00%,$75 ,6,Furniture,Tables,Hon 2111 Invitation Series Corner Table,FUR-TA-10003715
5633,NF-18385,Natalie Fritzler,Consumer,United States,South,Virginia,Chesapeake,23320,CA-2018-127614,2/11/2018,$17 ,0.00%,$8 ,2,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,OFF-BI-10003291
9255,GA-14725,Guy Armstrong,Consumer,United States,Central,Missouri,Columbia,65203,CA-2018-168368,2/11/2018,$61 ,0.00%,$15 ,1,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",FUR-CH-10001146
9256,GA-14725,Guy Armstrong,Consumer,United States,Central,Missouri,Columbia,65203,CA-2018-168368,2/11/2018,$15 ,0.00%,$7 ,3,Office Supplies,Labels,Avery 483,OFF-LA-10004853
9257,GA-14725,Guy Armstrong,Consumer,United States,Central,Missouri,Columbia,65203,CA-2018-168368,2/11/2018,$10 ,0.00%,$4 ,2,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,OFF-BI-10004728
9258,GA-14725,Guy Armstrong,Consumer,United States,Central,Missouri,Columbia,65203,CA-2018-168368,2/11/2018,$333 ,0.00%,$53 ,3,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",FUR-FU-10002298
9259,GA-14725,Guy Armstrong,Consumer,United States,Central,Missouri,Columbia,65203,CA-2018-168368,2/11/2018,$52 ,0.00%,$24 ,3,Office Supplies,Binders,VariCap6 Expandable Binder,OFF-BI-10004654
9260,GA-14725,Guy Armstrong,Consumer,United States,Central,Missouri,Columbia,65203,CA-2018-168368,2/11/2018,$65 ,0.00%,$3 ,2,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,OFF-ST-10002583
457,SC-20095,Sanjit Chand,Consumer,United States,West,California,Concord,94521,US-2018-110674,2/12/2018,$130 ,20.00%,($24),2,Furniture,Chairs,"Global Geo Office Task Chair, Gray",FUR-CH-10000225
5467,ST-20530,Shui Tom,Consumer,United States,Central,Texas,Houston,77095,CA-2018-107706,2/14/2018,$16 ,20.00%,$6 ,3,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",OFF-PA-10000466
9762,ML-17395,Marina Lichtenstein,Corporate,United States,West,Washington,Seattle,98103,CA-2018-121762,2/14/2018,$240 ,0.00%,$86 ,3,Technology,Accessories,Logitech G600 MMO Gaming Mouse,TEC-AC-10000736
9763,ML-17395,Marina Lichtenstein,Corporate,United States,West,Washington,Seattle,98103,CA-2018-121762,2/14/2018,$82 ,0.00%,$23 ,2,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,OFF-AP-10001293
9764,ML-17395,Marina Lichtenstein,Corporate,United States,West,Washington,Seattle,98103,CA-2018-121762,2/14/2018,$239 ,0.00%,$5 ,2,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,OFF-SU-10000157
7438,BF-11020,Barry Französisch,Corporate,United States,West,Washington,Seattle,98105,CA-2018-165568,2/15/2018,$21 ,20.00%,$7 ,5,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,OFF-BI-10001031
1333,MN-17935,Michael Nguyen,Consumer,United States,Central,Texas,Dallas,75220,CA-2018-122567,2/16/2018,$1 ,80.00%,($2),3,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,OFF-BI-10002012
1334,MN-17935,Michael Nguyen,Consumer,United States,Central,Texas,Dallas,75220,CA-2018-122567,2/16/2018,$8 ,80.00%,($14),2,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",OFF-AP-10001303
9516,DL-13315,Delfina Latchford,Consumer,United States,Central,Illinois,Chicago,60653,CA-2018-154165,2/17/2018,$54 ,20.00%,$9 ,14,Office Supplies,Art,Staples in misc. colors,OFF-AR-10003631
6082,TB-21595,Troy Blackwell,Consumer,United States,Central,Texas,Lubbock,79424,US-2018-165589,2/18/2018,$25 ,60.00%,($11),5,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",FUR-FU-10002396
8223,AB-10015,Aaron Bergman,Consumer,United States,Central,Texas,Arlington,76017,CA-2018-152905,2/18/2018,$13 ,20.00%,($3),2,Office Supplies,Storage,Akro Stacking Bins,OFF-ST-10000321
4521,LC-16930,Linda Cazamias,Corporate,United States,Central,Indiana,Richmond,47374,CA-2018-109491,2/20/2018,$62 ,0.00%,$22 ,3,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,TEC-AC-10001284
4522,LC-16930,Linda Cazamias,Corporate,United States,Central,Indiana,Richmond,47374,CA-2018-109491,2/20/2018,$20 ,0.00%,$7 ,4,Furniture,Furnishings,"Master Caster Door Stop, Brown",FUR-FU-10000221
8504,SR-20740,Steven Roelle,Home Office,United States,West,California,Los Angeles,90049,CA-2018-164903,2/20/2018,$13 ,0.00%,$6 ,2,Office Supplies,Paper,Xerox 204,OFF-PA-10003363
